Título,Año,Género,Puntuación,N_Votos,Director/a,Local_carátula,Web_carátula
Dragon Ball Z: The Fall of Men,2015,AC,"6,5",1.311,Yohan Faure,Pictures/dragon_ball_z_the_fall_of_men-756470363-msmall.jpg,https://pics.filmaffinity.com/dragon_ball_z_the_fall_of_men-756470363-msmall.jpg
One-Punch Man: Road to Hero,2015,AC,"6,4",196,Minoru Yamaoka,Pictures/one_punch_man_road_to_hero_one_punch_man-223100073-msmall.jpg,https://pics.filmaffinity.com/one_punch_man_road_to_hero_one_punch_man-223100073-msmall.jpg
Operación U.N.C.L.E.,2015,AC,"6,4",23.690,Guy Ritchie,Pictures/the_man_from_u_n_c_l_e-205242431-msmall.jpg,https://pics.filmaffinity.com/the_man_from_u_n_c_l_e-205242431-msmall.jpg
Boruto: Naruto the Movie,2015,AC,"6,4",422,Hiroyuki Yamashita,Pictures/boruto_naruto_the_movie-949562457-msmall.jpg,https://pics.filmaffinity.com/boruto_naruto_the_movie-949562457-msmall.jpg
Prologue (C),2015,AC,"6,4",130,Richard Williams,Pictures/prologue_s-978351133-msmall.jpg,https://pics.filmaffinity.com/prologue_s-978351133-msmall.jpg
Gangnam Blues,2015,AC,"6,3",120,Yoo Ha,Pictures/gangnam_beulruseu_gangnam_blues-187469876-msmall.jpg,https://pics.filmaffinity.com/gangnam_beulruseu_gangnam_blues-187469876-msmall.jpg
Vengadores: La era de Ultrón,2015,AC,"6,3",43.554,Joss Whedon,Pictures/avengers_age_of_ultron_the_avengers_2-182285335-msmall.jpg,https://pics.filmaffinity.com/avengers_age_of_ultron_the_avengers_2-182285335-msmall.jpg
Misión imposible: Nación secreta,2015,AC,"6,3",20.621,Christopher McQuarrie,Pictures/mission_impossible_rogue_nation-224283177-msmall.jpg,https://pics.filmaffinity.com/mission_impossible_rogue_nation-224283177-msmall.jpg
El desconocido,2015,AC,"6,3",21.715,Dani de la Torre,Pictures/el_desconocido-444971289-msmall.jpg,https://pics.filmaffinity.com/el_desconocido-444971289-msmall.jpg
The Battalion,2015,AC,"6,2",68,Dmitriy Meskhiev,Pictures/batalon-776621954-msmall.jpg,https://pics.filmaffinity.com/batalon-776621954-msmall.jpg
Dragon Master,2015,AC,"6,2",1.616,Wilson Yip,Pictures/yip_man_3_ip_man_3-409724339-msmall.jpg,https://pics.filmaffinity.com/yip_man_3_ip_man_3-409724339-msmall.jpg
Ant-Man,2015,AC,"6,2",34.265,Peyton Reed,Pictures/ant_man-627211491-msmall.jpg,https://pics.filmaffinity.com/ant_man-627211491-msmall.jpg
Power/Rangers (C),2015,AC,"6,2",613,Joseph Kahn,Pictures/power_rangers_s-661864419-msmall.jpg,https://pics.filmaffinity.com/power_rangers_s-661864419-msmall.jpg
GUNSHIP: Tech Noir (C),2015,AC,"6,2",82,Lee Hardcastle,Pictures/gunship_tech_noir_s-405417704-msmall.jpg,https://pics.filmaffinity.com/gunship_tech_noir_s-405417704-msmall.jpg
I Am a Hero,2015,AC,"6,1",3.968,Shinsuke Sato,Pictures/i_am_a_hero-896876555-msmall.jpg,https://pics.filmaffinity.com/i_am_a_hero-896876555-msmall.jpg
La Liga de la Justicia: Dioses y monstruos,2015,AC,"6,1",547,Sam Liu,Pictures/justice_league_gods_and_monsters-841001659-msmall.jpg,https://pics.filmaffinity.com/justice_league_gods_and_monsters-841001659-msmall.jpg
Baahubali: The Beginning,2015,AC,"6,1",449,S.S. Rajamouli,Pictures/baahubali_the_beginning-989063887-msmall.jpg,https://pics.filmaffinity.com/baahubali_the_beginning-989063887-msmall.jpg
Hardcore Henry,2015,AC,"6,1",4.039,Ilya Naishuller,Pictures/hardcore_henry-762862601-msmall.jpg,https://pics.filmaffinity.com/hardcore_henry-762862601-msmall.jpg
"Justice League: Gods and Monsters Chronicles - ""Bomb"" (C)",2015,AC,"6,1",111,Bruce W. Timm,Pictures/justice_league_gods_and_monsters_chronicles_bomb_s-831968886-msmall.jpg,https://pics.filmaffinity.com/justice_league_gods_and_monsters_chronicles_bomb_s-831968886-msmall.jpg
El despertar de los dragones (SPL2),2015,AC,"6,0",769,Soi Cheang,Pictures/sha_po_lang_ii-513430700-msmall.jpg,https://pics.filmaffinity.com/sha_po_lang_ii-513430700-msmall.jpg
Por encima de la ley,2015,AC,"6,0",575,Ryoo Seung-Wan,Pictures/beterang-328337365-msmall.jpg,https://pics.filmaffinity.com/beterang-328337365-msmall.jpg
Capitão Falcão,2015,AC,"6,0",68,João Leitão,Pictures/capitao_falcao-816109232-msmall.jpg,https://pics.filmaffinity.com/capitao_falcao-816109232-msmall.jpg
Star Wars: TIE Fighter (C),2015,AC,"6,0",545,Paul Johnson,Pictures/star_wars_tie_fighter_s-953791292-msmall.jpg,https://pics.filmaffinity.com/star_wars_tie_fighter_s-953791292-msmall.jpg
Beasts of No Nation,2015,BE,"7,3",11.579,Cary Joji Fukunaga,Pictures/beasts_of_no_nation-651652736-msmall.jpg,https://pics.filmaffinity.com/beasts_of_no_nation-651652736-msmall.jpg
Land of Mine (Bajo la arena),2015,BE,"7,1",6.137,Martin Zandvliet,Pictures/under_sandet_land_of_mine-895020026-msmall.jpg,https://pics.filmaffinity.com/under_sandet_land_of_mine-895020026-msmall.jpg
Doroga na Berlin,2015,BE,"6,6",57,Sergei Popov,Pictures/doroga_na_berlin-202874221-msmall.jpg,https://pics.filmaffinity.com/doroga_na_berlin-202874221-msmall.jpg
A War (Una guerra),2015,BE,"6,4",1.519,Tobias Lindholm,Pictures/krigen-444676682-msmall.jpg,https://pics.filmaffinity.com/krigen-444676682-msmall.jpg
Little Boy,2015,BE,"6,4",1.592,Alejandro Monteverde,Pictures/little_boy-834807665-msmall.jpg,https://pics.filmaffinity.com/little_boy-834807665-msmall.jpg
9. april,2015,BE,"6,3",179,Roni Ezra,Pictures/9_april-761516831-msmall.jpg,https://pics.filmaffinity.com/9_april-761516831-msmall.jpg
1944,2015,BE,"6,3",1.609,Elmo Nüganen,Pictures/1944-861422816-msmall.jpg,https://pics.filmaffinity.com/1944-861422816-msmall.jpg
The Battalion,2015,BE,"6,2",68,Dmitriy Meskhiev,Pictures/batalon-776621954-msmall.jpg,https://pics.filmaffinity.com/batalon-776621954-msmall.jpg
La batalla por Sebastopol,2015,BE,"6,1",1.861,Sergey Mokritskiy,Pictures/bitva_za_sevastopol-834229437-msmall.jpg,https://pics.filmaffinity.com/bitva_za_sevastopol-834229437-msmall.jpg
Baahubali: The Beginning,2015,BE,"6,1",449,S.S. Rajamouli,Pictures/baahubali_the_beginning-989063887-msmall.jpg,https://pics.filmaffinity.com/baahubali_the_beginning-989063887-msmall.jpg
Alias María,2015,BE,"5,8",83,José Luis Rugeles,Pictures/alias_maria-648499512-msmall.jpg,https://pics.filmaffinity.com/alias_maria-648499512-msmall.jpg
Zona de Combate (Hyena Road),2015,BE,"5,3",496,Paul Gross,Pictures/hyena_road-260888041-msmall.jpg,https://pics.filmaffinity.com/hyena_road-260888041-msmall.jpg
Wolf Warrior,2015,BE,"4,7",119,Wu Jing,Pictures/zhan_lang-914366538-msmall.jpg,https://pics.filmaffinity.com/zhan_lang-914366538-msmall.jpg
Man Down,2015,BE,"4,7",110,Dito Montiel,Pictures/man_down-437754961-msmall.jpg,https://pics.filmaffinity.com/man_down-437754961-msmall.jpg
Comando War Pigs,2015,BE,"3,4",309,Ryan Little,Pictures/war_pigs-992530896-msmall.jpg,https://pics.filmaffinity.com/war_pigs-992530896-msmall.jpg
Mundo del mañana (C),2015,C-F,"7,2",1.150,Don Hertzfeldt,Pictures/world_of_tomorrow_s-682124433-msmall.jpg,https://pics.filmaffinity.com/world_of_tomorrow_s-682124433-msmall.jpg
Knights of Sidonia,2015,C-F,"7,2",99,Kobun Shizuno,Pictures/sidonia_no_kishi_knights_of_sidonia-618531591-msmall.jpg,https://pics.filmaffinity.com/sidonia_no_kishi_knights_of_sidonia-618531591-msmall.jpg
Mad Max: Furia en la carretera,2015,C-F,"7,1",63.204,George Miller,Pictures/mad_max_fury_road-429261909-msmall.jpg,https://pics.filmaffinity.com/mad_max_fury_road-429261909-msmall.jpg
Ex Machina,2015,C-F,"7,1",46.849,Alex Garland,Pictures/ex_machina-368494509-msmall.jpg,https://pics.filmaffinity.com/ex_machina-368494509-msmall.jpg
Doctor Who: The Husbands of River Song (TV),2015,C-F,"7,1",393,Douglas Mackinnon,Pictures/doctor_who_the_husbands_of_river_song_tv-258495705-msmall.jpg,https://pics.filmaffinity.com/doctor_who_the_husbands_of_river_song_tv-258495705-msmall.jpg
Kung Fury,2015,C-F,"7,1",12.958,David Sandberg,Pictures/kung_fury-771388099-msmall.jpg,https://pics.filmaffinity.com/kung_fury-771388099-msmall.jpg
Marte (The Martian),2015,C-F,"7,0",61.375,Ridley Scott,Pictures/the_martian-972637166-msmall.jpg,https://pics.filmaffinity.com/the_martian-972637166-msmall.jpg
Steven Universe: We Are the Crystal Gems (C),2015,C-F,"6,8",142,Rebecca Sugar,Pictures/steven_universe_we_are_the_crystal_gems_s-927538470-msmall.jpg,https://pics.filmaffinity.com/steven_universe_we_are_the_crystal_gems_s-927538470-msmall.jpg
Star Wars: El despertar de la Fuerza,2015,C-F,"6,8",61.798,J.J. Abrams,Pictures/star_wars_episode_vii_the_force_awakens-625343391-msmall.jpg,https://pics.filmaffinity.com/star_wars_episode_vii_the_force_awakens-625343391-msmall.jpg
Valle Inquietante (C),2015,C-F,"6,8",209,Federico Heller,Pictures/uncanny_valley_s-617170996-msmall.jpg,https://pics.filmaffinity.com/uncanny_valley_s-617170996-msmall.jpg
Star Wars Rebels: Estado de sitio en Lothal (TV),2015,C-F,"6,8",348,"Steve Lee, Steward Lee, Dave Filoni, ...",Pictures/star_wars_rebels_the_siege_of_lothal_tv-413543972-msmall.jpg,https://pics.filmaffinity.com/star_wars_rebels_the_siege_of_lothal_tv-413543972-msmall.jpg
Avril y el mundo alterado,2015,C-F,"6,7",751,"Christian Desmares, Franck Ekinci",Pictures/avril_et_le_monde_truque-702354204-msmall.jpg,https://pics.filmaffinity.com/avril_et_le_monde_truque-702354204-msmall.jpg
Langosta,2015,C-F,"6,6",23.277,Yorgos Lanthimos,Pictures/the_lobster-643891588-msmall.jpg,https://pics.filmaffinity.com/the_lobster-643891588-msmall.jpg
Caradecaballo (C),2015,C-F,"6,6",181,Marc Martínez Jordán,Pictures/caradecaballo_s-169754950-msmall.jpg,https://pics.filmaffinity.com/caradecaballo_s-169754950-msmall.jpg
Historias corrientes: La película (TV),2015,C-F,"6,6",374,J.G. Quintel,Pictures/regular_show_the_movie_tv-717667028-msmall.jpg,https://pics.filmaffinity.com/regular_show_the_movie_tv-717667028-msmall.jpg
Dragon Ball Z: The Fall of Men,2015,C-F,"6,5",1.311,Yohan Faure,Pictures/dragon_ball_z_the_fall_of_men-756470363-msmall.jpg,https://pics.filmaffinity.com/dragon_ball_z_the_fall_of_men-756470363-msmall.jpg
They Will All Die in Space (C),2015,C-F,"6,4",221,Javier Chillon,Pictures/they_will_all_die_in_space_s-398426734-msmall.jpg,https://pics.filmaffinity.com/they_will_all_die_in_space_s-398426734-msmall.jpg
Vengadores: La era de Ultrón,2015,C-F,"6,3",43.554,Joss Whedon,Pictures/avengers_age_of_ultron_the_avengers_2-182285335-msmall.jpg,https://pics.filmaffinity.com/avengers_age_of_ultron_the_avengers_2-182285335-msmall.jpg
Ant-Man,2015,C-F,"6,2",34.265,Peyton Reed,Pictures/ant_man-627211491-msmall.jpg,https://pics.filmaffinity.com/ant_man-627211491-msmall.jpg
Power/Rangers (C),2015,C-F,"6,2",613,Joseph Kahn,Pictures/power_rangers_s-661864419-msmall.jpg,https://pics.filmaffinity.com/power_rangers_s-661864419-msmall.jpg
The Whispering Star,2015,C-F,"6,2",110,Sion Sono,Pictures/hiso_hiso_boshi-609984608-msmall.jpg,https://pics.filmaffinity.com/hiso_hiso_boshi-609984608-msmall.jpg
Psycho-Pass: la película,2015,C-F,"6,1",463,"Naoyoshi Shiotani, Katsuyuki Motohiro",Pictures/gekijo_ban_psycho_pass-422410558-msmall.jpg,https://pics.filmaffinity.com/gekijo_ban_psycho_pass-422410558-msmall.jpg
Hardcore Henry,2015,C-F,"6,1",4.039,Ilya Naishuller,Pictures/hardcore_henry-762862601-msmall.jpg,https://pics.filmaffinity.com/hardcore_henry-762862601-msmall.jpg
The Survivalist,2015,C-F,"6,1",1.028,Stephen Fingleton,Pictures/the_survivalist-997096734-msmall.jpg,https://pics.filmaffinity.com/the_survivalist-997096734-msmall.jpg
No Men Beyond This Point,2015,C-F,"6,1",214,Mark Sawers,Pictures/no_men_beyond_this_point-735997209-msmall.jpg,https://pics.filmaffinity.com/no_men_beyond_this_point-735997209-msmall.jpg
Mickey Mouse: Las maravillas del mar (TV) (C),2015,C-F,"6,1",57,Alonso Ramirez Ramos,Pictures/mickey_mouse_wonders_of_the_deep_tv_s-115343198-msmall.jpg,https://pics.filmaffinity.com/mickey_mouse_wonders_of_the_deep_tv_s-115343198-msmall.jpg
Restart (C),2015,C-F,"6,1",102,Olga Osorio,Pictures/restart_s-332294737-msmall.jpg,https://pics.filmaffinity.com/restart_s-332294737-msmall.jpg
Ghost in the Shell: The Rising,2015,C-F,"6,0",453,Kazuya Nomura,Pictures/kokaku_kidotai_shin_gekijoban-528891788-msmall.jpg,https://pics.filmaffinity.com/kokaku_kidotai_shin_gekijoban-528891788-msmall.jpg
Star Wars: TIE Fighter (C),2015,C-F,"6,0",545,Paul Johnson,Pictures/star_wars_tie_fighter_s-953791292-msmall.jpg,https://pics.filmaffinity.com/star_wars_tie_fighter_s-953791292-msmall.jpg
Turbo Kid,2015,C-F,"5,9",4.014,"Anouk Whissell, François Simard, Yoann-Karl Whissell",Pictures/turbo_kid-954759196-msmall.jpg,https://pics.filmaffinity.com/turbo_kid-954759196-msmall.jpg
Del revés (Inside Out),2015,CO,"7,8",76.387,"Pete Docter, Ronnie Del Carmen",Pictures/inside_out-161470323-msmall.jpg,https://pics.filmaffinity.com/inside_out-161470323-msmall.jpg
Dofus: Book 1: Julith,2015,CO,"7,3",76,"Jean-Jacques Denis, Anthony Roux",Pictures/dofus_livre_1_julith-482898599-msmall.jpg,https://pics.filmaffinity.com/dofus_livre_1_julith-482898599-msmall.jpg
Louis C.K.: Live at the Comedy Store (TV),2015,CO,"7,3",658,Louis C.K.,Pictures/louis_c_k_live_at_the_comedy_store_tv-538343457-msmall.jpg,https://pics.filmaffinity.com/louis_c_k_live_at_the_comedy_store_tv-538343457-msmall.jpg
Bajrangi Bhaijaan,2015,CO,"7,3",170,Kabir Khan,Pictures/bajrangi_bhaijaan-674204923-msmall.jpg,https://pics.filmaffinity.com/bajrangi_bhaijaan-674204923-msmall.jpg
Mundo del mañana (C),2015,CO,"7,2",1.150,Don Hertzfeldt,Pictures/world_of_tomorrow_s-682124433-msmall.jpg,https://pics.filmaffinity.com/world_of_tomorrow_s-682124433-msmall.jpg
Anthony Jeselnik: Thoughts and Prayers,2015,CO,"7,2",221,Adam Dubin,Pictures/anthony_jeselnik_thoughts_and_prayers-579593703-msmall.jpg,https://pics.filmaffinity.com/anthony_jeselnik_thoughts_and_prayers-579593703-msmall.jpg
"Yo, él y Raquel",2015,CO,"7,1",12.839,Alfonso Gomez-Rejon,Pictures/me_and_earl_and_the_dying_girl-311728063-msmall.jpg,https://pics.filmaffinity.com/me_and_earl_and_the_dying_girl-311728063-msmall.jpg
Doctor Who: The Husbands of River Song (TV),2015,CO,"7,1",393,Douglas Mackinnon,Pictures/doctor_who_the_husbands_of_river_song_tv-258495705-msmall.jpg,https://pics.filmaffinity.com/doctor_who_the_husbands_of_river_song_tv-258495705-msmall.jpg
Kung Fury,2015,CO,"7,1",12.958,David Sandberg,Pictures/kung_fury-771388099-msmall.jpg,https://pics.filmaffinity.com/kung_fury-771388099-msmall.jpg
Bienvenidos (C),2015,CO,"7,0",316,Javier Fesser,Pictures/bienvenidos_s-984111376-msmall.jpg,https://pics.filmaffinity.com/bienvenidos_s-984111376-msmall.jpg
Madam Black (C),2015,CO,"7,0",52,Ivan Barge,Pictures/madam_black_s-497881448-msmall.jpg,https://pics.filmaffinity.com/madam_black_s-497881448-msmall.jpg
Las mil y una noches: Vol.2. El desolado,2015,CO,"7,0",441,Miguel Gomes,Pictures/as_mil_e_uma_noites_volume_2_o_desolado-736072548-msmall.jpg,https://pics.filmaffinity.com/as_mil_e_uma_noites_volume_2_o_desolado-736072548-msmall.jpg
Truman,2015,CO,"7,0",25.890,Cesc Gay,Pictures/truman-984199420-msmall.jpg,https://pics.filmaffinity.com/truman-984199420-msmall.jpg
Anomalisa,2015,CO,"6,9",10.429,"Charlie Kaufman, Duke Johnson",Pictures/anomalisa-294444626-msmall.jpg,https://pics.filmaffinity.com/anomalisa-294444626-msmall.jpg
John Mulaney: The Comeback Kid (TV),2015,CO,"6,8",153,Rhys Thomas,Pictures/john_mulaney_the_comeback_kid_tv-373714379-msmall.jpg,https://pics.filmaffinity.com/john_mulaney_the_comeback_kid_tv-373714379-msmall.jpg
The Answers (C),2015,CO,"6,8",50,Michael Goode,Pictures/the_answers_s-356049028-msmall.jpg,https://pics.filmaffinity.com/the_answers_s-356049028-msmall.jpg
Steven Universe: We Are the Crystal Gems (C),2015,CO,"6,8",142,Rebecca Sugar,Pictures/steven_universe_we_are_the_crystal_gems_s-927538470-msmall.jpg,https://pics.filmaffinity.com/steven_universe_we_are_the_crystal_gems_s-927538470-msmall.jpg
La oveja Shaun: La película,2015,CO,"6,8",4.335,"Richard Starzak, Mark Burton",Pictures/shaun_the_sheep_movie-288454733-msmall.jpg,https://pics.filmaffinity.com/shaun_the_sheep_movie-288454733-msmall.jpg
Tangerine,2015,CO,"6,8",2.403,Sean Baker,Pictures/tangerine-912437218-msmall.jpg,https://pics.filmaffinity.com/tangerine-912437218-msmall.jpg
Mr Bean: Funeral (C),2015,CO,"6,8",61,,Pictures/mr_bean_funeral_s-642209836-msmall.jpg,https://pics.filmaffinity.com/mr_bean_funeral_s-642209836-msmall.jpg
Inside No. 9: La Couchette (TV),2015,CO,"6,8",369,Guillem Morales,Pictures/inside_no_9_la_couchette_tv-775781182-msmall.jpg,https://pics.filmaffinity.com/inside_no_9_la_couchette_tv-775781182-msmall.jpg
La comunidad de los corazones rotos,2015,CO,"6,7",825,Samuel Benchetrit,Pictures/asphalte-792583017-msmall.jpg,https://pics.filmaffinity.com/asphalte-792583017-msmall.jpg
Las mil y una noches: Vol.1. El inquieto,2015,CO,"6,7",663,Miguel Gomes,Pictures/as_mil_e_uma_noites_volume_1_o_inquieto-873734815-msmall.jpg,https://pics.filmaffinity.com/as_mil_e_uma_noites_volume_1_o_inquieto-873734815-msmall.jpg
Un hombre llamado Ove,2015,CO,"6,7",3.957,Hannes Holm,Pictures/en_man_som_heter_ove-191014877-msmall.jpg,https://pics.filmaffinity.com/en_man_som_heter_ove-191014877-msmall.jpg
Avril y el mundo alterado,2015,CO,"6,7",751,"Christian Desmares, Franck Ekinci",Pictures/avril_et_le_monde_truque-702354204-msmall.jpg,https://pics.filmaffinity.com/avril_et_le_monde_truque-702354204-msmall.jpg
El método Grönholm (TV),2015,CO,"6,7",296,Enric Folch,Pictures/el_metode_gronholm_tv-447918085-msmall.jpg,https://pics.filmaffinity.com/el_metode_gronholm_tv-447918085-msmall.jpg
Inside No. 9: Cold Comfort (TV),2015,CO,"6,7",317,"Steve Pemberton, Reece Shearsmith",Pictures/inside_no_9_cold_comfort_tv-135833756-msmall.jpg,https://pics.filmaffinity.com/inside_no_9_cold_comfort_tv-135833756-msmall.jpg
Microbe et Gasoil,2015,CO,"6,7",381,Michel Gondry,Pictures/microbe_et_gasoil-331602975-msmall.jpg,https://pics.filmaffinity.com/microbe_et_gasoil-331602975-msmall.jpg
O los tres o ninguno,2015,CO,"6,7",1.404,Kheiron,Pictures/nous_trois_ou_rien-930749376-msmall.jpg,https://pics.filmaffinity.com/nous_trois_ou_rien-930749376-msmall.jpg
Last Cab to Darwin,2015,CO,"6,6",86,Jeremy Sims,Pictures/last_cab_to_darwin-965063386-msmall.jpg,https://pics.filmaffinity.com/last_cab_to_darwin-965063386-msmall.jpg
La habitación,2015,DR,"7,7",39.411,Lenny Abrahamson,Pictures/room-432657938-msmall.jpg,https://pics.filmaffinity.com/room-432657938-msmall.jpg
Nise: El corazón de la locura,2015,DR,"7,5",335,Roberto Berliner,Pictures/nise_o_coracao_da_loucura-423948889-msmall.jpg,https://pics.filmaffinity.com/nise_o_coracao_da_loucura-423948889-msmall.jpg
Happy Hour,2015,DR,"7,5",193,Ryûsuke Hamaguchi,Pictures/happi_awa-837480576-msmall.jpg,https://pics.filmaffinity.com/happi_awa-837480576-msmall.jpg
El abrazo de la serpiente,2015,DR,"7,4",5.024,Ciro Guerra,Pictures/el_abrazo_de_la_serpiente-385873306-msmall.jpg,https://pics.filmaffinity.com/el_abrazo_de_la_serpiente-385873306-msmall.jpg
Beasts of No Nation,2015,DR,"7,3",11.579,Cary Joji Fukunaga,Pictures/beasts_of_no_nation-651652736-msmall.jpg,https://pics.filmaffinity.com/beasts_of_no_nation-651652736-msmall.jpg
Inside No. 9: The 12 Days of Christine (TV),2015,DR,"7,3",430,Guillem Morales,Pictures/inside_no_9_the_12_days_of_christine_tv-481381172-msmall.jpg,https://pics.filmaffinity.com/inside_no_9_the_12_days_of_christine_tv-481381172-msmall.jpg
Spotlight,2015,DR,"7,3",43.589,Tom McCarthy,Pictures/spotlight-726888740-msmall.jpg,https://pics.filmaffinity.com/spotlight-726888740-msmall.jpg
Bajrangi Bhaijaan,2015,DR,"7,3",170,Kabir Khan,Pictures/bajrangi_bhaijaan-674204923-msmall.jpg,https://pics.filmaffinity.com/bajrangi_bhaijaan-674204923-msmall.jpg
Mustang,2015,DR,"7,2",11.025,Deniz Gamze Ergüven,Pictures/mustang-895061507-msmall.jpg,https://pics.filmaffinity.com/mustang-895061507-msmall.jpg
Paths of the Soul,2015,DR,"7,2",73,Zhang Yang,Pictures/paths_of_the_soul_kang_rinpoche-309220654-msmall.jpg,https://pics.filmaffinity.com/paths_of_the_soul_kang_rinpoche-309220654-msmall.jpg
Siempreviva,2015,DR,"7,2",73,Klych López,Pictures/siempreviva-284218975-msmall.jpg,https://pics.filmaffinity.com/siempreviva-284218975-msmall.jpg
Land of Mine (Bajo la arena),2015,DR,"7,1",6.137,Martin Zandvliet,Pictures/under_sandet_land_of_mine-895020026-msmall.jpg,https://pics.filmaffinity.com/under_sandet_land_of_mine-895020026-msmall.jpg
"Yo, él y Raquel",2015,DR,"7,1",12.839,Alfonso Gomez-Rejon,Pictures/me_and_earl_and_the_dying_girl-311728063-msmall.jpg,https://pics.filmaffinity.com/me_and_earl_and_the_dying_girl-311728063-msmall.jpg
El Principito,2015,DR,"7,1",5.448,Mark Osborne,Pictures/le_petit_prince_the_little_prince-287961646-msmall.jpg,https://pics.filmaffinity.com/le_petit_prince_the_little_prince-287961646-msmall.jpg
Ex Machina,2015,DR,"7,1",46.849,Alex Garland,Pictures/ex_machina-368494509-msmall.jpg,https://pics.filmaffinity.com/ex_machina-368494509-msmall.jpg
Shok (C),2015,DR,"7,1",134,Jamie Donoughue,Pictures/shok_s-652213010-msmall.jpg,https://pics.filmaffinity.com/shok_s-652213010-msmall.jpg
El club,2015,DR,"7,1",9.375,Pablo Larraín,Pictures/el_club_the_club-502329318-msmall.jpg,https://pics.filmaffinity.com/el_club_the_club-502329318-msmall.jpg
Ixcanul,2015,DR,"7,1",452,Jayro Bustamante,Pictures/ixcanul_ixcanul_volcano-718026979-msmall.jpg,https://pics.filmaffinity.com/ixcanul_ixcanul_volcano-718026979-msmall.jpg
La juventud,2015,DR,"7,1",16.473,Paolo Sorrentino,Pictures/youth_la_giovinezza-637395815-msmall.jpg,https://pics.filmaffinity.com/youth_la_giovinezza-637395815-msmall.jpg
Una segunda madre,2015,DR,"7,1",2.198,Anna Muylaert,Pictures/que_horas_ela_volta-201349494-msmall.jpg,https://pics.filmaffinity.com/que_horas_ela_volta-201349494-msmall.jpg
3000 Nights,2015,DR,"7,1",58,Mai Masri,Pictures/3000_layla-342966023-msmall.jpg,https://pics.filmaffinity.com/3000_layla-342966023-msmall.jpg
Corazón gigante,2015,DR,"7,0",5.526,Dagur Kári,Pictures/fusi_virgin_mountain-411707144-msmall.jpg,https://pics.filmaffinity.com/fusi_virgin_mountain-411707144-msmall.jpg
"Psiconautas, los niños olvidados",2015,DR,"7,0",1.438,"Alberto Vázquez, Pedro Rivero",Pictures/psiconautas_los_ninos_olvidados-812812993-msmall.jpg,https://pics.filmaffinity.com/psiconautas_los_ninos_olvidados-812812993-msmall.jpg
The Throne,2015,DR,"7,0",70,Lee Joon-ik,Pictures/sado-618013685-msmall.jpg,https://pics.filmaffinity.com/sado-618013685-msmall.jpg
Madam Black (C),2015,DR,"7,0",52,Ivan Barge,Pictures/madam_black_s-497881448-msmall.jpg,https://pics.filmaffinity.com/madam_black_s-497881448-msmall.jpg
Straight Outta Compton,2015,DR,"7,0",10.106,F. Gary Gray,Pictures/straight_outta_compton-226610560-msmall.jpg,https://pics.filmaffinity.com/straight_outta_compton-226610560-msmall.jpg
Marte (The Martian),2015,DR,"7,0",61.375,Ridley Scott,Pictures/the_martian-972637166-msmall.jpg,https://pics.filmaffinity.com/the_martian-972637166-msmall.jpg
Trumbo. La lista negra de Hollywood,2015,DR,"7,0",13.225,Jay Roach,Pictures/trumbo-143089852-msmall.jpg,https://pics.filmaffinity.com/trumbo-143089852-msmall.jpg
Las mil y una noches: Vol.2. El desolado,2015,DR,"7,0",441,Miguel Gomes,Pictures/as_mil_e_uma_noites_volume_2_o_desolado-736072548-msmall.jpg,https://pics.filmaffinity.com/as_mil_e_uma_noites_volume_2_o_desolado-736072548-msmall.jpg
Carol,2015,DR,"7,0",18.514,Todd Haynes,Pictures/carol-180515019-msmall.jpg,https://pics.filmaffinity.com/carol-180515019-msmall.jpg
Corazón gigante,2015,RO,"7,0",5.526,Dagur Kári,Pictures/fusi_virgin_mountain-411707144-msmall.jpg,https://pics.filmaffinity.com/fusi_virgin_mountain-411707144-msmall.jpg
Carol,2015,RO,"7,0",18.514,Todd Haynes,Pictures/carol-180515019-msmall.jpg,https://pics.filmaffinity.com/carol-180515019-msmall.jpg
Bajirao Mastani,2015,RO,"6,9",111,Sanjay Leela Bhansali,Pictures/bajirao_mastani-546100391-msmall.jpg,https://pics.filmaffinity.com/bajirao_mastani-546100391-msmall.jpg
La novia,2015,RO,"6,9",12.950,Paula Ortiz,Pictures/la_novia-240801984-msmall.jpg,https://pics.filmaffinity.com/la_novia-240801984-msmall.jpg
La chica danesa,2015,RO,"6,8",25.992,Tom Hooper,Pictures/the_danish_girl-635017188-msmall.jpg,https://pics.filmaffinity.com/the_danish_girl-635017188-msmall.jpg
Un amor de verano (La belle saison),2015,RO,"6,8",2.259,Catherine Corsini,Pictures/la_belle_saison-331751878-msmall.jpg,https://pics.filmaffinity.com/la_belle_saison-331751878-msmall.jpg
La sombra de las mujeres,2015,RO,"6,7",508,Philippe Garrel,Pictures/l_ombre_des_femmes-484354163-msmall.jpg,https://pics.filmaffinity.com/l_ombre_des_femmes-484354163-msmall.jpg
Brooklyn,2015,RO,"6,7",11.621,John Crowley,Pictures/brooklyn-433113704-msmall.jpg,https://pics.filmaffinity.com/brooklyn-433113704-msmall.jpg
"Ahora sí, antes no",2015,RO,"6,6",1.730,Hong Sang-soo,Pictures/right_now_wrong_then_ji_geum_eun_mat_go_geu_ddae_neun_teul_li_da-977226126-msmall.jpg,https://pics.filmaffinity.com/right_now_wrong_then_ji_geum_eun_mat_go_geu_ddae_neun_teul_li_da-977226126-msmall.jpg
