Título,Año,Género,Puntuación,N_Votos,Director/a,Local_carátula,Web_carátula
A Bride for Rip Van Winkle,2016,RO,"6,7",118,Shunji Iwai,Pictures/rippu_van_winkuru_no_hanayome-344255916-msmall.jpg,https://pics.filmaffinity.com/rippu_van_winkuru_no_hanayome-344255916-msmall.jpg
Medianoche (C),2016,RO,"6,6",86,Toni Morejón,Pictures/medianoche_s-270601851-msmall.jpg,https://pics.filmaffinity.com/medianoche_s-270601851-msmall.jpg
Lo tuyo y tú,2016,RO,"6,6",919,Hong Sang-soo,Pictures/dangsinjasingwa_dangsinui_geot-452160294-msmall.jpg,https://pics.filmaffinity.com/dangsinjasingwa_dangsinui_geot-452160294-msmall.jpg
Blue Jay,2016,RO,"6,6",2.059,Alex Lehmann,Pictures/blue_jay-161125094-msmall.jpg,https://pics.filmaffinity.com/blue_jay-161125094-msmall.jpg
Loving,2016,RO,"6,5",4.686,Jeff Nichols,Pictures/loving-196653411-msmall.jpg,https://pics.filmaffinity.com/loving-196653411-msmall.jpg
The Last Princess,2016,RO,"6,5",61,Hur Jin-ho,Pictures/the_last_princess-421767797-msmall.jpg,https://pics.filmaffinity.com/the_last_princess-421767797-msmall.jpg
Café Society,2016,RO,"6,4",21.706,Woody Allen,Pictures/cafe_society-572459421-msmall.jpg,https://pics.filmaffinity.com/cafe_society-572459421-msmall.jpg
Shiny (C),2016,RO,"6,3",90,"Daniel Cloud Campos, Spencer Susser",Pictures/shiny_s-776447801-msmall.jpg,https://pics.filmaffinity.com/shiny_s-776447801-msmall.jpg
Antes de ti,2016,RO,"6,3",10.658,Thea Sharrock,Pictures/me_before_you-594538815-msmall.jpg,https://pics.filmaffinity.com/me_before_you-594538815-msmall.jpg
Time Renegades,2016,RO,"6,3",53,Kwak Jae-young,Pictures/siganitalja-907831552-msmall.jpg,https://pics.filmaffinity.com/siganitalja-907831552-msmall.jpg
Suntan,2016,RO,"6,3",612,Argyris Papadimitropoulos,Pictures/suntan-344050164-msmall.jpg,https://pics.filmaffinity.com/suntan-344050164-msmall.jpg
Érase una vez una línea (C),2016,RO,"6,3",91,Alicja Jasina,Pictures/once_upon_a_line_s-950471130-msmall.jpg,https://pics.filmaffinity.com/once_upon_a_line_s-950471130-msmall.jpg
La promesa,2016,RO,"6,3",2.112,Terry George,Pictures/the_promise-909057672-msmall.jpg,https://pics.filmaffinity.com/the_promise-909057672-msmall.jpg
Our Love Story,2016,RO,"6,2",64,Lee Hyun-ju,Pictures/our_love_story_yeon_ae_dam-277656586-msmall.jpg,https://pics.filmaffinity.com/our_love_story_yeon_ae_dam-277656586-msmall.jpg
Your Lie in April,2016,RO,"6,2",50,Takehiko Shinjo,Pictures/shigatsu_wa_kimi_no_uso-417934248-msmall.jpg,https://pics.filmaffinity.com/shigatsu_wa_kimi_no_uso-417934248-msmall.jpg
Aliados,2016,RO,"6,2",13.971,Robert Zemeckis,Pictures/allied-830545947-msmall.jpg,https://pics.filmaffinity.com/allied-830545947-msmall.jpg
Dear Zindagi,2016,RO,"6,2",89,Gauri Shinde,Pictures/dear_zindagi-309719715-msmall.jpg,https://pics.filmaffinity.com/dear_zindagi-309719715-msmall.jpg
Su mejor historia,2016,RO,"6,2",2.138,Lone Scherfig,Pictures/their_finest-872413650-msmall.jpg,https://pics.filmaffinity.com/their_finest-872413650-msmall.jpg
People That Are Not Me,2016,RO,"6,1",219,Hadas Ben Aroya,Pictures/anashim_shehem_lo_ani_people_that_are_not_me-631399562-msmall.jpg,https://pics.filmaffinity.com/anashim_shehem_lo_ani_people_that_are_not_me-631399562-msmall.jpg
Barakah Meets Barakah,2016,RO,"6,1",100,Mahmoud Sabbagh,Pictures/barakah_yoqabil_barakah-380468976-msmall.jpg,https://pics.filmaffinity.com/barakah_yoqabil_barakah-380468976-msmall.jpg
Tomorrow I Will Date with Yesterday's You,2016,RO,"6,1",50,Takahiro Miki,Pictures/boku_wa_asu_kinou_no_kimi_to_deto_suru-394090901-msmall.jpg,https://pics.filmaffinity.com/boku_wa_asu_kinou_no_kimi_to_deto_suru-394090901-msmall.jpg
The Wishgranter (C),2016,RO,"6,0",53,"Kal Athannassov, John McDonald, Echo Wu",Pictures/the_wishgranter_s-823626374-msmall.jpg,https://pics.filmaffinity.com/the_wishgranter_s-823626374-msmall.jpg
El sueño de Gabrielle,2016,RO,"6,0",864,Nicole Garcia,Pictures/mal_de_pierres-616773646-msmall.jpg,https://pics.filmaffinity.com/mal_de_pierres-616773646-msmall.jpg
Porto,2016,RO,"5,9",554,Gabe Klinger,Pictures/porto-535880194-msmall.jpg,https://pics.filmaffinity.com/porto-535880194-msmall.jpg
Éperdument,2016,RO,"5,9",110,Pierre Godeau,Pictures/eperdument_down_by_love-551447066-msmall.jpg,https://pics.filmaffinity.com/eperdument_down_by_love-551447066-msmall.jpg
La flor: Primera parte,2016,TE,"7,4",189,Mariano Llinás,Pictures/la_flor_primera_parte-172059746-msmall.jpg,https://pics.filmaffinity.com/la_flor_primera_parte-172059746-msmall.jpg
Tren a Busan,2016,TE,"6,8",18.413,Yeon Sang-ho,Pictures/train_to_busan-597351184-msmall.jpg,https://pics.filmaffinity.com/train_to_busan-597351184-msmall.jpg
Expediente Warren: El caso Enfield,2016,TE,"6,6",20.936,James Wan,Pictures/the_conjuring_2_the_enfield_poltergeist-489921396-msmall.jpg,https://pics.filmaffinity.com/the_conjuring_2_the_enfield_poltergeist-489921396-msmall.jpg
El extraño,2016,TE,"6,5",6.469,Na Hong-jin,Pictures/goksung-557170617-msmall.jpg,https://pics.filmaffinity.com/goksung-557170617-msmall.jpg
Calle Cloverfield 10,2016,TE,"6,4",26.362,Dan Trachtenberg,Pictures/10_cloverfield_lane-565304710-msmall.jpg,https://pics.filmaffinity.com/10_cloverfield_lane-565304710-msmall.jpg
No respires,2016,TE,"6,4",21.880,Fede Álvarez,Pictures/don_t_breathe-334474253-msmall.jpg,https://pics.filmaffinity.com/don_t_breathe-334474253-msmall.jpg
Hounds of Love,2016,TE,"6,3",844,Ben Young,Pictures/hounds_of_love-924626741-msmall.jpg,https://pics.filmaffinity.com/hounds_of_love-924626741-msmall.jpg
Crudo,2016,TE,"6,3",11.356,Julia Ducournau,Pictures/grave-986627452-msmall.jpg,https://pics.filmaffinity.com/grave-986627452-msmall.jpg
This House Has People in It (TV) (C),2016,TE,"6,2",95,Alan Resnick,Pictures/this_house_has_people_in_it_tv_s-976897912-msmall.jpg,https://pics.filmaffinity.com/this_house_has_people_in_it_tv_s-976897912-msmall.jpg
La autopsia de Jane Doe,2016,TE,"6,2",10.897,André Øvredal,Pictures/the_autopsy_of_jane_doe-741055330-msmall.jpg,https://pics.filmaffinity.com/the_autopsy_of_jane_doe-741055330-msmall.jpg
La región salvaje,2016,TE,"6,2",1.046,Amat Escalante,Pictures/la_region_salvaje-604609826-msmall.jpg,https://pics.filmaffinity.com/la_region_salvaje-604609826-msmall.jpg
Dawn of the Deaf (C),2016,TE,"6,1",79,Rob Savage,Pictures/dawn_of_the_deaf_s-275150997-msmall.jpg,https://pics.filmaffinity.com/dawn_of_the_deaf_s-275150997-msmall.jpg
The Eyes of My Mother,2016,TE,"6,0",1.024,Nicolas Pesce,Pictures/the_eyes_of_my_mother-134006045-msmall.jpg,https://pics.filmaffinity.com/the_eyes_of_my_mother-134006045-msmall.jpg
Melanie. The Girl With All the Gifts,2016,TE,"6,0",5.018,Colm McCarthy,Pictures/the_girl_with_all_the_gifts-255639967-msmall.jpg,https://pics.filmaffinity.com/the_girl_with_all_the_gifts-255639967-msmall.jpg
Cuidado con los extraños,2016,TE,"5,9",3.153,Chris Peckover,Pictures/better_watch_out-130393828-msmall.jpg,https://pics.filmaffinity.com/better_watch_out-130393828-msmall.jpg
Inside No. 9: The Devil of Christmas (TV),2016,TE,"5,9",224,Graeme Harper,Pictures/inside_no_9_the_devil_of_christmas_tv-738381109-msmall.jpg,https://pics.filmaffinity.com/inside_no_9_the_devil_of_christmas_tv-738381109-msmall.jpg
The Birch: El abedul (C),2016,TE,"5,9",95,"Ben Franklin, Anthony Melton",Pictures/the_birch_s-818785460-msmall.jpg,https://pics.filmaffinity.com/the_birch_s-818785460-msmall.jpg
Curve (C),2016,TE,"5,9",168,Tim Egan,Pictures/curve_s-553472901-msmall.jpg,https://pics.filmaffinity.com/curve_s-553472901-msmall.jpg
Under the Shadow (Bajo la sombra),2016,TE,"5,9",3.100,Babak Anvari,Pictures/under_the_shadow-904757923-msmall.jpg,https://pics.filmaffinity.com/under_the_shadow-904757923-msmall.jpg
Death Metal (C),2016,TE,"5,8",52,Chris McInroy,Pictures/death_metal_s-456710866-msmall.jpg,https://pics.filmaffinity.com/death_metal_s-456710866-msmall.jpg
Seoul Station,2016,TE,"5,8",1.386,Yeon Sang-Ho,Pictures/seoul_station-431798646-msmall.jpg,https://pics.filmaffinity.com/seoul_station-431798646-msmall.jpg
Boys in the Trees,2016,TE,"5,8",311,Nicholas Verso,Pictures/boys_in_the_trees-513538710-msmall.jpg,https://pics.filmaffinity.com/boys_in_the_trees-513538710-msmall.jpg
The Love Witch,2016,TE,"5,8",1.251,Anna Biller,Pictures/the_love_witch-951755011-msmall.jpg,https://pics.filmaffinity.com/the_love_witch-951755011-msmall.jpg
Killing Ground,2016,TE,"5,7",805,Damien Power,Pictures/killing_ground-672361156-msmall.jpg,https://pics.filmaffinity.com/killing_ground-672361156-msmall.jpg
Trash Fire,2016,TE,"5,7",276,Richard Bates Jr.,Pictures/trash_fire-510479832-msmall.jpg,https://pics.filmaffinity.com/trash_fire-510479832-msmall.jpg
The Neon Demon,2016,TE,"5,7",8.242,Nicolas Winding Refn,Pictures/the_neon_demon-386448800-msmall.jpg,https://pics.filmaffinity.com/the_neon_demon-386448800-msmall.jpg
The Transfiguration,2016,TE,"5,6",266,Michael O'Shea,Pictures/the_transfiguration-746912819-msmall.jpg,https://pics.filmaffinity.com/the_transfiguration-746912819-msmall.jpg
Rewind (C),2016,TE,"5,6",72,Rubén Pérez Barrena,Pictures/rewind_s-500443789-msmall.jpg,https://pics.filmaffinity.com/rewind_s-500443789-msmall.jpg
Closet Space (C),2016,TE,"5,6",486,David F. Sandberg,Pictures/closet_space_s-647685017-msmall.jpg,https://pics.filmaffinity.com/closet_space_s-647685017-msmall.jpg
I Am Not a Serial Killer,2016,TE,"5,6",2.955,Billy O'Brien,Pictures/i_am_not_a_serial_killer-513991720-msmall.jpg,https://pics.filmaffinity.com/i_am_not_a_serial_killer-513991720-msmall.jpg
La doncella (The Handmaiden),2016,TH,"7,6",11.881,Park Chan-wook,Pictures/ah_ga_ssi_the_handmaiden-258514387-msmall.jpg,https://pics.filmaffinity.com/ah_ga_ssi_the_handmaiden-258514387-msmall.jpg
Que Dios nos perdone,2016,TH,"7,1",25.057,Rodrigo Sorogoyen,Pictures/que_dios_nos_perdone-230971747-msmall.jpg,https://pics.filmaffinity.com/que_dios_nos_perdone-230971747-msmall.jpg
Comanchería,2016,TH,"7,1",24.985,David Mackenzie,Pictures/hell_or_high_water-868194075-msmall.jpg,https://pics.filmaffinity.com/hell_or_high_water-868194075-msmall.jpg
Animales nocturnos,2016,TH,"7,1",30.815,Tom Ford,Pictures/nocturnal_animals-883173584-msmall.jpg,https://pics.filmaffinity.com/nocturnal_animals-883173584-msmall.jpg
Tarde para la ira,2016,TH,"7,0",31.022,Raúl Arévalo,Pictures/tarde_para_la_ira-821487359-msmall.jpg,https://pics.filmaffinity.com/tarde_para_la_ira-821487359-msmall.jpg
Down to the Wire (C),2016,TH,"6,8",53,Juan Carlos Mostaza,Pictures/down_to_the_wire_s-333710533-msmall.jpg,https://pics.filmaffinity.com/down_to_the_wire_s-333710533-msmall.jpg
Old Stone,2016,TH,"6,8",81,Johnny Ma,Pictures/lao_shi_old_stone-608750679-msmall.jpg,https://pics.filmaffinity.com/lao_shi_old_stone-608750679-msmall.jpg
Capitán América: Civil War,2016,TH,"6,8",37.208,"Anthony Russo, Joe Russo",Pictures/captain_america_civil_war-298011137-msmall.jpg,https://pics.filmaffinity.com/captain_america_civil_war-298011137-msmall.jpg
Contratiempo,2016,TH,"6,8",19.025,Oriol Paulo,Pictures/contratiempo-621094614-msmall.jpg,https://pics.filmaffinity.com/contratiempo-621094614-msmall.jpg
El hombre de las mil caras,2016,TH,"6,7",17.347,Alberto Rodríguez,Pictures/el_hombre_de_las_mil_caras-226345831-msmall.jpg,https://pics.filmaffinity.com/el_hombre_de_las_mil_caras-226345831-msmall.jpg
A Bride for Rip Van Winkle,2016,TH,"6,7",118,Shunji Iwai,Pictures/rippu_van_winkuru_no_hanayome-344255916-msmall.jpg,https://pics.filmaffinity.com/rippu_van_winkuru_no_hanayome-344255916-msmall.jpg
Múltiple,2016,TH,"6,6",39.353,M. Night Shyamalan,Pictures/split-172094905-msmall.jpg,https://pics.filmaffinity.com/split-172094905-msmall.jpg
Madaari,2016,TH,"6,5",51,Nishikant Kamat,Pictures/madaari-305076583-msmall.jpg,https://pics.filmaffinity.com/madaari-305076583-msmall.jpg
El extraño,2016,TH,"6,5",6.469,Na Hong-jin,Pictures/goksung-557170617-msmall.jpg,https://pics.filmaffinity.com/goksung-557170617-msmall.jpg
Elle,2016,TH,"6,5",16.272,Paul Verhoeven,Pictures/elle-258494210-msmall.jpg,https://pics.filmaffinity.com/elle-258494210-msmall.jpg
Al final del túnel,2016,TH,"6,5",6.288,Rodrigo Grande,Pictures/al_final_del_tunel-693476769-msmall.jpg,https://pics.filmaffinity.com/al_final_del_tunel-693476769-msmall.jpg
El imperio de las sombras,2016,TH,"6,4",1.380,Kim Jee-woon,Pictures/mil_jeong-160380269-msmall.jpg,https://pics.filmaffinity.com/mil_jeong-160380269-msmall.jpg
Calle Cloverfield 10,2016,TH,"6,4",26.362,Dan Trachtenberg,Pictures/10_cloverfield_lane-565304710-msmall.jpg,https://pics.filmaffinity.com/10_cloverfield_lane-565304710-msmall.jpg
Snowden,2016,TH,"6,4",8.818,Oliver Stone,Pictures/snowden-767575981-msmall.jpg,https://pics.filmaffinity.com/snowden-767575981-msmall.jpg
Pariente,2016,TH,"6,4",94,Iván Gaona,Pictures/pariente-142397334-msmall.jpg,https://pics.filmaffinity.com/pariente-142397334-msmall.jpg
No respires,2016,TH,"6,4",21.880,Fede Álvarez,Pictures/don_t_breathe-334474253-msmall.jpg,https://pics.filmaffinity.com/don_t_breathe-334474253-msmall.jpg
Brimstone. La hija del predicador,2016,TH,"6,4",2.461,Martin Koolhoven,Pictures/brimstone-859310224-msmall.jpg,https://pics.filmaffinity.com/brimstone-859310224-msmall.jpg
Día de patriotas,2016,TH,"6,4",5.244,Peter Berg,Pictures/patriots_day-132235719-msmall.jpg,https://pics.filmaffinity.com/patriots_day-132235719-msmall.jpg
Te3n,2016,TH,"6,3",56,Ribhu Dasgupta,Pictures/te3n-779498239-msmall.jpg,https://pics.filmaffinity.com/te3n-779498239-msmall.jpg
Juego de armas,2016,TH,"6,3",11.042,Todd Phillips,Pictures/war_dogs-899274220-msmall.jpg,https://pics.filmaffinity.com/war_dogs-899274220-msmall.jpg
Time Renegades,2016,TH,"6,3",53,Kwak Jae-young,Pictures/siganitalja-907831552-msmall.jpg,https://pics.filmaffinity.com/siganitalja-907831552-msmall.jpg
Soy un asesino,2016,TH,"6,3",240,Maciej Pieprzyca,Pictures/jestem_morderca-899165341-msmall.jpg,https://pics.filmaffinity.com/jestem_morderca-899165341-msmall.jpg
Hounds of Love,2016,TH,"6,3",844,Ben Young,Pictures/hounds_of_love-924626741-msmall.jpg,https://pics.filmaffinity.com/hounds_of_love-924626741-msmall.jpg
Nocturama,2016,TH,"6,3",929,Bertrand Bonello,Pictures/nocturama-503601365-msmall.jpg,https://pics.filmaffinity.com/nocturama-503601365-msmall.jpg
Irréprochable,2016,TH,"6,3",121,Sébastien Marnier,Pictures/irreprochable_faultless-136159114-msmall.jpg,https://pics.filmaffinity.com/irreprochable_faultless-136159114-msmall.jpg
Comanchería,2016,WE,"7,1",24.985,David Mackenzie,Pictures/hell_or_high_water-868194075-msmall.jpg,https://pics.filmaffinity.com/hell_or_high_water-868194075-msmall.jpg
Pariente,2016,WE,"6,4",94,Iván Gaona,Pictures/pariente-142397334-msmall.jpg,https://pics.filmaffinity.com/pariente-142397334-msmall.jpg
Brimstone. La hija del predicador,2016,WE,"6,4",2.461,Martin Koolhoven,Pictures/brimstone-859310224-msmall.jpg,https://pics.filmaffinity.com/brimstone-859310224-msmall.jpg
Los siete magníficos,2016,WE,"5,9",14.069,Antoine Fuqua,Pictures/the_magnificent_seven-581301769-msmall.jpg,https://pics.filmaffinity.com/the_magnificent_seven-581301769-msmall.jpg
Outlaws and Angels,2016,WE,"5,5",605,J.T. Mollner,Pictures/outlaws_and_angels-985313212-msmall.jpg,https://pics.filmaffinity.com/outlaws_and_angels-985313212-msmall.jpg
La venganza de Jane,2016,WE,"5,4",3.207,Gavin O'Connor,Pictures/jane_got_a_gun-307468649-msmall.jpg,https://pics.filmaffinity.com/jane_got_a_gun-307468649-msmall.jpg
Cowboyland (C),2016,WE,"5,3",116,David Stumpf,Pictures/cowboyland_s-279846682-msmall.jpg,https://pics.filmaffinity.com/cowboyland_s-279846682-msmall.jpg
El valle de la venganza,2016,WE,"5,2",1.957,Ti West,Pictures/in_a_valley_of_violence-234030475-msmall.jpg,https://pics.filmaffinity.com/in_a_valley_of_violence-234030475-msmall.jpg
El duelo,2016,WE,"5,2",1.386,Kieran Darcy-Smith,Pictures/the_duel-201459657-msmall.jpg,https://pics.filmaffinity.com/the_duel-201459657-msmall.jpg
The Hollow Point,2016,WE,"4,7",550,Gonzalo López-Gallego,Pictures/the_hollow_point-792549257-msmall.jpg,https://pics.filmaffinity.com/the_hollow_point-792549257-msmall.jpg
Buscando venganza,2016,WE,"4,3",254,Niall Johnson,Pictures/the_stolen-655151198-msmall.jpg,https://pics.filmaffinity.com/the_stolen-655151198-msmall.jpg
Traded,2016,WE,"4,1",116,Timothy Woodward Jr.,Pictures/traded-679426550-msmall.jpg,https://pics.filmaffinity.com/traded-679426550-msmall.jpg
La diligencia: La historia de Texas Jack,2016,WE,"3,6",101,Terry Miles,Pictures/stagecoach_the_texas_jack_story-974522492-msmall.jpg,https://pics.filmaffinity.com/stagecoach_the_texas_jack_story-974522492-msmall.jpg
Parada en el Infierno,2016,WE,"3,4",231,Víctor Matellano,Pictures/stop_over_in_hell-287038913-msmall.jpg,https://pics.filmaffinity.com/stop_over_in_hell-287038913-msmall.jpg
Dead 7,2016,WE,"2,2",349,Danny Roew,Pictures/dead_7-588516635-msmall.jpg,https://pics.filmaffinity.com/dead_7-588516635-msmall.jpg
Fate/Stay Night: Heaven’s Feel I. Presage Flower,2017,AC,"7,3",66,Tomonori Sudô,Pictures/gekijouban_fate_stay_night_heaven_s_feel-478106118-msmall.jpg,https://pics.filmaffinity.com/gekijouban_fate_stay_night_heaven_s_feel-478106118-msmall.jpg
Kizumonogatari III: Reiketsu-hen,2017,AC,"7,1",108,"Tatsuya Oishi, Akiyuki Shinbo",Pictures/kizumonogatari_iii_reiketsu_hen-716155550-msmall.jpg,https://pics.filmaffinity.com/kizumonogatari_iii_reiketsu_hen-716155550-msmall.jpg
A Taxi Driver: Los héroes de Gwangju,2017,AC,"7,1",667,Jang Hoon,Pictures/taeksi_woonjunsa-691337220-msmall.jpg,https://pics.filmaffinity.com/taeksi_woonjunsa-691337220-msmall.jpg
Logan,2017,AC,"7,0",32.328,James Mangold,Pictures/logan-528968427-msmall.jpg,https://pics.filmaffinity.com/logan-528968427-msmall.jpg
Baahubali 2: La conclusión,2017,AC,"6,9",227,S.S. Rajamouli,Pictures/baahubali_2_the_conclusion-120474739-msmall.jpg,https://pics.filmaffinity.com/baahubali_2_the_conclusion-120474739-msmall.jpg
Guardianes de la galaxia Vol. 2,2017,AC,"6,8",33.519,James Gunn,Pictures/guardians_of_the_galaxy_vol_2-755407784-msmall.jpg,https://pics.filmaffinity.com/guardians_of_the_galaxy_vol_2-755407784-msmall.jpg
Una oración antes del amanecer,2017,AC,"6,6",762,Jean-Stéphane Sauvaire,Pictures/a_prayer_before_dawn-479506535-msmall.jpg,https://pics.filmaffinity.com/a_prayer_before_dawn-479506535-msmall.jpg
Baby Driver,2017,AC,"6,6",24.806,Edgar Wright,Pictures/baby_driver-399368582-msmall.jpg,https://pics.filmaffinity.com/baby_driver-399368582-msmall.jpg
Memorias de un asesino,2017,AC,"6,5",269,Won Shin-yun,Pictures/memoir_of_a_murderer-224402232-msmall.jpg,https://pics.filmaffinity.com/memoir_of_a_murderer-224402232-msmall.jpg
The Battleship Island,2017,AC,"6,5",186,Ryoo Seung-Wan,Pictures/the_battleship_island-440822852-msmall.jpg,https://pics.filmaffinity.com/the_battleship_island-440822852-msmall.jpg
Mutafukaz,2017,AC,"6,5",806,"Shôjirô Nishimi, Guillaume Renard",Pictures/mutafukaz-885058470-msmall.jpg,https://pics.filmaffinity.com/mutafukaz-885058470-msmall.jpg
Thor: Ragnarok,2017,AC,"6,5",26.817,Taika Waititi,Pictures/thor_ragnarok-115636540-msmall.jpg,https://pics.filmaffinity.com/thor_ragnarok-115636540-msmall.jpg
John Wick: Pacto de sangre,2017,AC,"6,5",17.254,Chad Stahelski,Pictures/john_wick_chapter_two-435532369-msmall.jpg,https://pics.filmaffinity.com/john_wick_chapter_two-435532369-msmall.jpg
Midnight Runners,2017,AC,"6,4",79,Kim Joo-hwan,Pictures/midnight_runners_chung_nyeon_gyung_chal-268799196-msmall.jpg,https://pics.filmaffinity.com/midnight_runners_chung_nyeon_gyung_chal-268799196-msmall.jpg
Steel Rain,2017,AC,"6,4",228,Yang Woo-seok,Pictures/steel_rain_gang_cheol_bi-299173501-msmall.jpg,https://pics.filmaffinity.com/steel_rain_gang_cheol_bi-299173501-msmall.jpg
V.I.P.,2017,AC,"6,4",96,Park Hoon-jung,Pictures/v_i_p-832365116-msmall.jpg,https://pics.filmaffinity.com/v_i_p-832365116-msmall.jpg
Spider-Man: Homecoming,2017,AC,"6,4",27.748,Jon Watts,Pictures/spider_man_homecoming-336093112-msmall.jpg,https://pics.filmaffinity.com/spider_man_homecoming-336093112-msmall.jpg
Wonder Woman,2017,AC,"6,3",31.851,Patty Jenkins,Pictures/wonder_woman-552748603-msmall.jpg,https://pics.filmaffinity.com/wonder_woman-552748603-msmall.jpg
Héroes en el infierno,2017,AC,"6,3",2.298,Joseph Kosinski,Pictures/only_the_brave-692294554-msmall.jpg,https://pics.filmaffinity.com/only_the_brave-692294554-msmall.jpg
Mazinger Z Infinity,2017,AC,"6,3",2.218,Junji Shimizu,Pictures/mazinger_z-129102054-msmall.jpg,https://pics.filmaffinity.com/mazinger_z-129102054-msmall.jpg
Star Wars: Los últimos Jedi,2017,AC,"6,2",38.120,Rian Johnson,Pictures/star_wars_the_last_jedi-535293064-msmall.jpg,https://pics.filmaffinity.com/star_wars_the_last_jedi-535293064-msmall.jpg
El hombre del corazón de hierro,2017,AC,"6,1",2.280,Cédric Jimenez,Pictures/the_man_with_the_iron_heart-837959110-msmall.jpg,https://pics.filmaffinity.com/the_man_with_the_iron_heart-837959110-msmall.jpg
Dragon Ball Z: Light of Hope,2017,AC,"6,1",101,"Donnie McMillin, Rita McMillin",Pictures/dragon_ball_z_light_of_hope-112570198-msmall.jpg,https://pics.filmaffinity.com/dragon_ball_z_light_of_hope-112570198-msmall.jpg
El extranjero,2017,AC,"6,1",3.906,Martin Campbell,Pictures/the_foreigner-333815087-msmall.jpg,https://pics.filmaffinity.com/the_foreigner-333815087-msmall.jpg
Blame!,2017,AC,"6,1",1.456,Hiroyuki Seshita,Pictures/blame-820004698-msmall.jpg,https://pics.filmaffinity.com/blame-820004698-msmall.jpg
Kingsman: El círculo de oro,2017,AC,"6,1",16.050,Matthew Vaughn,Pictures/kingsman_the_golden_circle-211353775-msmall.jpg,https://pics.filmaffinity.com/kingsman_the_golden_circle-211353775-msmall.jpg
Ciudad sin ley,2017,AC,"6,1",370,Kang Yoon-sung,Pictures/beom_joi_do_si-313168660-msmall.jpg,https://pics.filmaffinity.com/beom_joi_do_si-313168660-msmall.jpg
Sekigahara,2017,AC,"6,1",54,Masato Harada,Pictures/sekigahara-195878400-msmall.jpg,https://pics.filmaffinity.com/sekigahara-195878400-msmall.jpg
Agent 327: Operation Barbershop (C),2017,AC,"6,0",125,"Hjalti Hjalmarsson‏, Colin Levy",Pictures/agent_327_operation_barbershop_s-219090434-msmall.jpg,https://pics.filmaffinity.com/agent_327_operation_barbershop_s-219090434-msmall.jpg
Chasing the Dragon,2017,AC,"5,9",59,"Jason Kwan, Wong Jing",Pictures/chasing_the_dragon_chui_lung-959045943-msmall.jpg,https://pics.filmaffinity.com/chasing_the_dragon_chui_lung-959045943-msmall.jpg
Dunkerque,2017,BE,"7,1",47.249,Christopher Nolan,Pictures/dunkirk-461720087-msmall.jpg,https://pics.filmaffinity.com/dunkirk-461720087-msmall.jpg
The Unknown Soldier,2017,BE,"6,9",135,Aku Louhimies,Pictures/tuntematon_sotilas-919272634-msmall.jpg,https://pics.filmaffinity.com/tuntematon_sotilas-919272634-msmall.jpg
El instante más oscuro,2017,BE,"6,7",11.929,Joe Wright,Pictures/darkest_hour-142729291-msmall.jpg,https://pics.filmaffinity.com/darkest_hour-142729291-msmall.jpg
El Capitán,2017,BE,"6,7",2.972,Robert Schwentke,Pictures/der_hauptmann-443732195-msmall.jpg,https://pics.filmaffinity.com/der_hauptmann-443732195-msmall.jpg
La guerra del planeta de los simios,2017,BE,"6,5",22.356,Matt Reeves,Pictures/war_for_the_planet_of_the_apes-586054910-msmall.jpg,https://pics.filmaffinity.com/war_for_the_planet_of_the_apes-586054910-msmall.jpg
Wonder Woman,2017,BE,"6,3",31.851,Patty Jenkins,Pictures/wonder_woman-552748603-msmall.jpg,https://pics.filmaffinity.com/wonder_woman-552748603-msmall.jpg
Zona hostil,2017,BE,"6,2",3.223,Adolfo Martínez Pérez,Pictures/zona_hostil-925160082-msmall.jpg,https://pics.filmaffinity.com/zona_hostil-925160082-msmall.jpg
Cunetas (C),2017,BE,"6,1",76,Pau Teixidor,Pictures/cunetas_s-715462508-msmall.jpg,https://pics.filmaffinity.com/cunetas_s-715462508-msmall.jpg
El hombre del corazón de hierro,2017,BE,"6,1",2.280,Cédric Jimenez,Pictures/the_man_with_the_iron_heart-837959110-msmall.jpg,https://pics.filmaffinity.com/the_man_with_the_iron_heart-837959110-msmall.jpg
Sekigahara,2017,BE,"6,1",54,Masato Harada,Pictures/sekigahara-195878400-msmall.jpg,https://pics.filmaffinity.com/sekigahara-195878400-msmall.jpg
Senderos de honor,2017,BE,"6,0",247,Saul Dibb,Pictures/journey_s_end-514522357-msmall.jpg,https://pics.filmaffinity.com/journey_s_end-514522357-msmall.jpg
Una questione privata,2017,BE,"6,0",61,"Paolo Taviani, Vittorio Taviani",Pictures/una_questione_privata-166296324-msmall.jpg,https://pics.filmaffinity.com/una_questione_privata-166296324-msmall.jpg
Firebase (C),2017,BE,"5,9",332,Neill Blomkamp,Pictures/firebase_s-601526571-msmall.jpg,https://pics.filmaffinity.com/firebase_s-601526571-msmall.jpg
The Wall,2017,BE,"5,8",1.515,Doug Liman,Pictures/the_wall-550853778-msmall.jpg,https://pics.filmaffinity.com/the_wall-550853778-msmall.jpg
Hijo de otra madre,2017,BE,"5,6",171,Christopher Menaul,Pictures/another_mother_s_son-563621927-msmall.jpg,https://pics.filmaffinity.com/another_mother_s_son-563621927-msmall.jpg
Wolf Warrior 2,2017,BE,"5,3",111,Wu Jing,Pictures/zhan_lang_ii-138288253-msmall.jpg,https://pics.filmaffinity.com/zhan_lang_ii-138288253-msmall.jpg
